subject	phase	exponent_grad	theta_band_power_grad	alpha_band_power_grad	alpha_peak_freq_grad	beta_band_power_grad	beta_peak_freq_grad
CC410113	p5	1.0228349785268347	0.4432990482552266	0.8665990623887968	8.839511118856093	0.53546129054597	15.570577968935746
CC410129	p5	0.753305639557765	0.1861497157855339	0.1999891258079065	10.682928599327408	0.2174768537288021	21.50646311598993
CC410177	p5	0.8235198190413573	0.5586077021406601	1.1357460228669802	9.120426907261862	0.5266315456449652	18.75821501153965
CC410179	p5	0.6553988621007324	0.8752710373375655	1.1194191526528414	9.419193108376373	0.5047798357746871	18.012991564742556
CC410182	p5	0.6540611423157469	0.1878757765943572	0.4612611801808056	10.64342124005986	0.5595036093466215	17.577951631796065
CC410243	p5	0.7427591077982822	0.1214953822656106	0.3475943756418984	9.76265097142738	0.4612344456182662	16.787983230148132
CC410297	p5	0.97810572504428	0.7000386563919989	0.917785988988596	8.41764668644943	0.6672680658180229	16.44534555516384
CC410325	p5	0.72672699031806	0.0865096173959658	0.5646570011034658	9.81830541762119	0.2174730660214167	22.350648287306324
CC410354	p5	0.8130033561361921	0.1785050991828511	0.4878249244914475	9.92011836085759	0.4533744132241127	22.05480283851031
CC410390	p5	0.8958357748655968	0.3256806563526894	0.7988219948599387	9.957764252397356	0.3601287014988358	21.00657667005142
CC420004	p5	0.8303484841575599	0.1901233753306992	0.6392329439571284	10.007993441166423	0.3623576005892501	18.079232641088588
CC420075	p5	0.728892561893311	0.388649069105131	0.7296167065108529	9.627526285177424	0.6471997780837981	19.373690451497552
CC420094	p5	0.6951603822061848	0.0981487739453458	0.2864613494936401	10.27857866076088	0.2971498208155271	19.405020531333275
CC420149	p5	1.226700292923138	0.4807751506700835	0.4619729272380525	9.210170478121633	0.3640490600391441	17.067415591688572
CC420157	p5	0.7563545096881089	0.7368783228897985	0.3943422387137545	9.693302314114614	0.3562795074718962	20.0706153774631
CC420173	p5	0.97618157832118	0.2231382667362827	0.9234728772669208	9.911557050172537	0.562042143843007	19.24271458225185
CC420198	p5	1.1713071575109872	0.5422375573725915	0.7969524099056221	8.980579453269774	0.6268728727922339	14.390023503572076
CC420202	p5	0.8682089801198246	0.3560091846339303	0.4040921866929038	9.508279702699088	0.5612723544270785	21.392053395407256
CC420204	p5	0.8062375362386505	0.2774284492513503	0.6526153446077438	9.51666269716846	0.5578705329418125	18.864368527220595
CC420231	p5	1.1011249038177928	0.4190965696057873	0.807084123367685	9.181864939201697	0.6080712982478962	13.96904830372634
CC420241	p5	0.9494644744196934	0.7064883037937474	1.001595127065288	9.063397527243673	0.5868983961159824	18.79379964580225
CC420259	p5	0.753350083465898	0.4074983636521802	0.5434430207999417	8.793914789960096	0.2790239656582848	16.914544720128923
CC420286	p5	0.6969369622821167	0.536558425069729	1.0702809336385626	8.676497356695522	0.492782730986036	18.2789606316045
CC420348	p5	0.7232197932918485	0.2605740196169466	0.7409621531416958	9.41284664322853	0.3124837397602965	20.364479266427328
CC420392	p5	0.9707981215646764	0.277575866068765	0.6206138106992377	9.990732024936772	0.3192057621498914	18.285056462007887
CC420396	p5	0.9413142742990466	0.5176599287746254	1.1536123836349077	8.94577992138704	0.47259966005963	18.68603563957863
CC420433	p5	1.0080395618387277	0.9786195430279528	0.7417404547296538	9.222046528218526	0.4810919745986097	18.485624865007317
CC420589	p5	0.8248066664904775	0.324325550237123	1.165225642351411	10.267287606320798	0.3940930639958556	16.742752929334557
CC510237	p5	1.1257074906940772	0.5978699039893307	1.2089902073833712	8.9474671543479	0.6253494856929167	15.98939695606405
CC510256	p5	1.2362430659604422	0.2879858088309912	0.3216852525884523	9.810357503084004	0.200811363599049	18.005267307363965
CC510329	p5	0.7927172416739034	0.811740984649379	1.0404289750806148	8.84836585996664	0.3357526383181564	18.472583583110648
CC510392	p5	0.8915095412178679	0.554087219473518	0.5630558136624522	9.88845266496195	0.4160616350642002	15.509582168819648
CC510433	p5	0.9079134354439544	0.4766742130722357	0.4784572498716855	8.954732015551384	0.4927580781989394	17.153993967736607
CC510438	p5	1.0699489157936604	0.4072106965656291	0.6416148178835615	8.983463092897754	0.455405276580496	15.516529503603827
CC510548	p5	0.941799247419706	0.2155947518005047	0.3592827267189391	8.884135625571346	0.3228735748764991	15.386066701993764
CC510609	p5	0.5563860704326014	0.4083913040273054	0.7593780362872872	9.969471859222455	0.7828519042121425	15.050552509219113
CC510639	p5	0.6636727793383339	0.204450888218924	0.5997649353152343	9.272436621717446	0.5373175004020734	21.575966611011037
CC510648	p5	0.8491079069660304	0.6612948382031879	1.253703363902149	9.021710067271458	0.5150532001132043	16.389973657778608
CC512003	p5	1.0741313923404383	0.6379196200803467	1.1119703122927829	8.698989982561521	0.6241118998611641	17.4876003505947
CC520055	p5	0.8261875865979265	0.5503183844503055	1.12031548891004	9.54181396488695	0.6779538245838301	16.667572312420024
CC520065	p5	0.7033660106697144	0.4789262391026819	0.6077573904391479	8.988676196856888	0.8468252217442858	17.842329859570324
CC520076	p5	0.7571068149347367	0.5532086701046576	0.7848084168007043	8.624907502059735	0.4568355063606379	16.32392101347748
CC520134	p5	1.022395425286251	0.5373101187838571	0.775704073927986	9.891403428738412	0.6497813126847677	15.970583940921548
CC520136	p5	1.0082984403408155	0.6239907149271986	0.7264247057116742	9.337151104000164	0.3945129177847322	18.008755646566286
CC520175	p5	0.9346142168513129	0.4942009194432459	0.4876943723397997	8.957115721124945	0.4328268899465125	19.267470165556187
