Age_group	Phase	Mean	SEM	Color	Alpha	min_age	max_age	n_subjects
Young	p2	0.7669352040730834	0.017431421295253248	dimgray	0.4	24.3	47.6	45
Young	p5	0.7260451370679633	0.017431421295253248	dimgray	1.0	35.6	58.7	45
Middle	p2	0.7762268995855397	0.022223727910329855	dodgerblue	0.4	47.8	63.1	44
Middle	p5	0.7093218577213514	0.022223727910329855	dodgerblue	1.0	58.9	74.5	44
Old	p2	0.7631367858433434	0.02591970462735632	darkorange	0.4	63.2	84.1	44
Old	p5	0.6730428784990439	0.02591970462735632	darkorange	1.0	70.9	95.5	44
