r_squared,Aperiodic_mode,Counts
0.987570300675072,Fixed,204
0.9635631659548604,Fixed,204
0.9788772051271388,Fixed,204
0.9848272555545006,Fixed,204
0.9711844636879112,Fixed,204
0.9848378102927745,Fixed,204
0.9707834881527962,Fixed,204
0.9875255389939962,Fixed,204
0.9786363754769739,Fixed,204
0.9748078927090468,Fixed,204
0.9667960187791728,Fixed,204
0.9721495082417863,Fixed,204
0.9879439351994033,Fixed,204
0.9766700030518961,Fixed,204
0.984520290062955,Fixed,204
0.9802116905980447,Fixed,204
0.9569820131163633,Fixed,204
0.9861884791576254,Fixed,204
0.980260923227692,Fixed,204
0.976175243536339,Fixed,204
0.9398117934870767,Fixed,204
0.9854279164968364,Fixed,204
0.9442482770834881,Fixed,204
0.9727444968358535,Fixed,204
0.9740164243571287,Fixed,204
0.9720443075300731,Fixed,204
0.9777365770270346,Fixed,204
0.9559944773263082,Fixed,204
0.9865084745623142,Fixed,204
0.9635110448006531,Fixed,204
0.9757684992627553,Fixed,204
0.9832008427897195,Fixed,204
0.9731627180080388,Fixed,204
0.9767639574349687,Fixed,204
0.9787953367903941,Fixed,204
0.9828850215832108,Fixed,204
0.9687775831508262,Fixed,204
0.9726570732688056,Fixed,204
0.9713334724957079,Fixed,204
0.9740688695101006,Fixed,204
0.9814814068788198,Fixed,204
0.9823544376917183,Fixed,204
0.9809723920628177,Fixed,204
0.9864491905188766,Fixed,204
0.9793818764879515,Fixed,204
0.972228209074747,Fixed,204
0.9788668478522381,Fixed,204
0.9819561927180375,Fixed,204
0.9811483937465952,Fixed,204
0.9720289412449006,Fixed,204
0.9850388332417134,Fixed,204
0.9794732461625858,Fixed,204
0.9826012512137137,Fixed,204
0.9838264872521357,Fixed,204
0.9827518543969683,Fixed,204
0.9857628404303626,Fixed,204
0.9767918724681469,Fixed,204
0.9888276400290071,Fixed,204
0.9819161640664206,Fixed,204
0.9715629209783735,Fixed,204
0.970875823161518,Fixed,204
0.957945067783897,Fixed,204
0.9515950193023933,Fixed,204
0.9730017944193358,Fixed,204
0.9766182133291612,Fixed,204
0.9622874667981997,Fixed,204
0.9780536244840177,Fixed,204
0.9711864530584505,Fixed,204
0.9004970038683392,Fixed,204
0.9712207594242704,Fixed,204
0.9817737912307297,Fixed,204
0.9823417679208412,Fixed,204
0.968756415574727,Fixed,204
0.9740831782890834,Fixed,204
0.9830375648852723,Fixed,204
0.9720539675594345,Fixed,204
0.9836487402624122,Fixed,204
0.9714169600841864,Fixed,204
0.9798221419072672,Fixed,204
0.9543773058944353,Fixed,204
0.9601259035352383,Fixed,204
0.9620728776077556,Fixed,204
0.9865135746737045,Fixed,204
0.983268621652623,Fixed,204
0.9485847006891194,Fixed,204
0.9733102091705507,Fixed,204
0.9820540994477926,Fixed,204
0.9809108383575508,Fixed,204
0.979150222303004,Fixed,204
0.9047203910421074,Fixed,204
0.8906463739470785,Fixed,204
0.9827134924867642,Fixed,204
0.9794590858408205,Fixed,204
0.9767933604704419,Fixed,204
0.9844614861115275,Fixed,204
0.977923596307544,Fixed,204
0.9831986685143159,Fixed,204
