Parameter	Effect	basic_main_Estimate	basic_main_SE	basic_main_T-stat	basic_main_DF	basic_main_P-val	basic_main_P-corrected	onecov_emptyroom_Estimate	onecov_emptyroom_SE	onecov_emptyroom_T-stat	onecov_emptyroom_DF	onecov_emptyroom_P-val	onecov_emptyroom_P-corrected	onecov_ecg_Estimate	onecov_ecg_SE	onecov_ecg_T-stat	onecov_ecg_DF	onecov_ecg_P-val	onecov_ecg_P-corrected	sixcov_Estimate	sixcov_SE	sixcov_T-stat	sixcov_DF	sixcov_P-val	sixcov_P-corrected	control_ignorepeaks_Estimate	control_ignorepeaks_SE	control_ignorepeaks_T-stat	control_ignorepeaks_DF	control_ignorepeaks_P-val	control_ignorepeaks_P-corrected	control_nointerpol_Estimate	control_nointerpol_SE	control_nointerpol_T-stat	control_nointerpol_DF	control_nointerpol_P-val	control_nointerpol_P-corrected	control_cardiacMEGonly_Estimate	control_cardiacMEGonly_SE	control_cardiacMEGonly_T-stat	control_cardiacMEGonly_DF	control_cardiacMEGonly_P-val	control_cardiacMEGonly_P-corrected	control_withcardiac_Estimate	control_withcardiac_SE	control_withcardiac_T-stat	control_withcardiac_DF	control_withcardiac_P-val	control_withcardiac_P-corrected	control_ECGchannel_Estimate	control_ECGchannel_SE	control_ECGchannel_T-stat	control_ECGchannel_DF	control_ECGchannel_P-val	control_ECGchannel_P-corrected	control_emptyroom_Estimate	control_emptyroom_SE	control_emptyroom_T-stat	control_emptyroom_DF	control_emptyroom_P-val	control_emptyroom_P-corrected
low_alpha_band_power	Age0	0.0013170163002738	0.0017519086256444	0.7517608401462035	131.10256799940217	0.4535423605994755	0.9994	0.0040159537617787	0.0056608371066459	0.7094275433334628	124.03585480942822	0.4793906413218204	0.9997	0.0051070358410576	0.0057573070866535	0.8870528815280152	133.7356016238638	0.3766428733823387	0.9966	0.0013725408764783	0.0016928140863989	0.8108042622673088	129.86761147186388	0.4189614797621437	0.9992	0.0013170163002738	0.0017519086256444	0.7517608401462035	131.10256799940217	0.4535423605994755	0.9988	0.0013435541559953	0.00174287895639	0.7708820805193725	131.104877182939	0.442163863808734	0.9992							0.0011611440558699	0.0017243604816019	0.6733766334004944	131.1028309701225	0.5018930594340838	0.9997							-7.494039219538145e-05	0.0001978281234068	-0.378815665360574	131.64848731132847	0.7054349940972546	1.0
low_alpha_band_power	deltaAge	-0.0022209440483256	0.0013243779697582	-1.6769714530445845	131.4873791447613	0.0959238905679121	0.7312	-0.0078825049966931	0.0044432961750242	-1.7740219616690371	124.78729050080656	0.0784984111052892	0.6603	-0.0072285411404896	0.0043244651237522	-1.671545713430933	130.93526470246275	0.0970022215485441	0.7361	-0.0023310304189928	0.0014975524741285	-1.556560093394601	132.19985968226436	0.1219657306148575	0.8035	-0.0022209440483256	0.0013243779697582	-1.6769714530445845	131.4873791447613	0.0959238905679121	0.7024	-0.0020633137428117	0.0013325798180043	-1.548360342048144	131.49851595202426	0.1239389231337396	0.8157							-0.0025661285300924	0.0012989198479745	-1.9755865106641437	131.4849127053205	0.0502956620023728	0.5104							0.0014553876803136	0.0003884427144067	3.746724101998657	134.24259186697537	0.0002650950419207	0.0042
low_alpha_band_power	Age0:deltaAge	-0.0002381379055488	9.362993684722864e-05	-2.5433949179886777	131.6969363418339	0.0121340998950034	0.1663	-0.0008143557809869	0.0003128549045549	-2.602982306272276	124.53180210858326	0.0103636175092249	0.1434	-0.0007784646983595	0.0003057239138597	-2.546299661454162	131.1295859986336	0.0120434627215806	0.164	-0.0002360901057974	9.351836561418432e-05	-2.5245319916240896	127.6190257886958	0.0128110990287567	0.1742	-0.0002381379055488	9.362993684722864e-05	-2.5433949179886777	131.6969363418339	0.0121340998950034	0.1536	-0.0002460096708192	9.420892288379477e-05	-2.6113202793192043	131.712894806211	0.0100655443116338	0.1406							-0.0001798758422233	9.183037654651084e-05	-1.958783672549275	131.69297882477142	0.0522512480142492	0.5171							2.111693747618536e-06	2.7398848109448936e-05	0.0770723549830653	135.67833908283447	0.938679524042788	1.0
low_alpha_peak_freq	Age0	-0.0054761099824525	0.0019555279578733	-2.80032303317604	131.3824991070407	0.0058761177577839	0.0694	-0.0054761099824525	0.0019555279578733	-2.80032303317604	131.3824991070407	0.0058761177577839	0.0688	-0.0054761099824525	0.0019555279578733	-2.80032303317604	131.3824991070407	0.0058761177577839	0.0705	-0.0049702021170737	0.0019941324391672	-2.492413251724296	131.00927553850096	0.0139354005447106	0.1564	-0.0054761099824525	0.0019555279578733	-2.80032303317604	131.3824991070407	0.0058761177577839	0.0641	-0.0052106406651853	0.0019616951471837	-2.656192871081796	131.377480751896	0.0088817932153671	0.1071							-0.0061137322636309	0.0019113749549959	-3.198604359469591	131.39676910029365	0.0017308403294704	0.0217							0.0003068217364395	0.0008761864308597	0.3501785985643086	132.05294498887147	0.7267625867058694	1.0
low_alpha_peak_freq	deltaAge	-0.0040770749518119	0.0029222185957477	-1.3951984830103754	132.88569976003262	0.1652833737139369	0.8939	-0.0040770749518119	0.0029222185957477	-1.3951984830103754	132.88569976003262	0.1652833737139369	0.8965	-0.0040770749518119	0.0029222185957477	-1.3951984830103754	132.88569976003262	0.1652833737139369	0.8919	-0.0033371726939071	0.0032757879762747	-1.0187389165834395	141.74554948626022	0.3100625842485775	0.9911	-0.0040770749518119	0.0029222185957477	-1.3951984830103754	132.88569976003262	0.1652833737139369	0.878	-0.0038353454495356	0.0029382986536007	-1.3052946285210558	132.88772703883646	0.1940480535299786	0.9344							-0.0040472308074294	0.002838428679157	-1.42587017850716	132.88128704436488	0.1562507975763354	0.8803							0.0036287359763166	0.0021762095368388	1.667457069224903	136.19919729432718	0.0977212898570758	0.727
low_alpha_peak_freq	Age0:deltaAge	-0.0003703660126521	0.000206353198484	-1.7948159532925758	133.7111479175473	0.0749420939796664	0.6438	-0.0003703660126521	0.000206353198484	-1.7948159532925758	133.7111479175473	0.0749420939796664	0.6457	-0.0003703660126521	0.000206353198484	-1.7948159532925758	133.7111479175473	0.0749420939796664	0.6459	-0.0003821050654843	0.0002085332033876	-1.8323464046824929	129.91938607374195	0.069189799670715	0.6122	-0.0003703660126521	0.000206353198484	-1.7948159532925758	133.7111479175473	0.0749420939796664	0.6151	-0.0003435003287628	0.0002074871764091	-1.6555255833526237	133.71708768882695	0.100163009345847	0.7474							-0.0001951609934555	0.0002004402443674	-0.9736617218333616	133.6963625759932	0.331982869268798	0.9925							0.0001547858237372	0.0001532504112597	1.0100189778607542	138.5188699610248	0.3142472448185262	0.9883
high_alpha_band_power	Age0	-0.0035014045874427	0.001282244935974	-2.730683108358644	131.12558137895604	0.0071901152643701	0.084	-0.0165887926485347	0.0054752783762462	-3.0297624172869297	133.4573947829934	0.0029396943489688	0.0338	-0.0147080961238068	0.0054939950290656	-2.677122211795717	131.5444505242025	0.0083716268848258	0.1005	-0.0029887944990387	0.0012673904868109	-2.358227026430796	130.71353051039242	0.0198451560681453	0.2135	-0.0035014045874427	0.001282244935974	-2.730683108358644	131.12558137895604	0.0071901152643701	0.0777	-0.0035557368943181	0.0012712925605351	-2.7969461984591617	131.12846472188426	0.0059358858166639	0.0708							-0.0034726801021325	0.0012625042441947	-2.750628457766025	131.1201027225773	0.0067894044783273	0.0794							-0.000181329691114	0.0001845152402801	-0.9827355769570094	131.7782199578032	0.3275384373707963	0.9881
high_alpha_band_power	deltaAge	-0.0057222193703648	0.0011476065079584	-4.986220739149166	131.6649504228944	1.904499099090734e-06	0.0	-0.0256779468139216	0.0048692235781417	-5.273519772062132	131.695073790325	5.340037676791956e-07	0.0	-0.0241948964465796	0.0049632173384785	-4.87484121620124	130.63079246183324	3.1039857443000515e-06	0.0	-0.0076282913549886	0.0012344540091319	-6.179486071216717	133.90032195036943	7.225609789236569e-09	0.0	-0.0057222193703648	0.0011476065079584	-4.986220739149166	131.6649504228944	1.904499099090734e-06	0.0	-0.0050704363821571	0.0011379070049756	-4.455932128008671	131.66793136722598	1.7679007763358845e-05	0.0002							-0.0056625589157793	0.0011135847190201	-5.084982596350658	131.64396541457413	1.2364329203719651e-06	0.0							0.0022800799029774	0.0003906926143056	5.835994384049301	134.7940476434285	3.7860787388481946e-08	0.0
high_alpha_band_power	Age0:deltaAge	-5.442691227486059e-06	8.11196693334936e-05	-0.0670945933607106	131.95901380820538	0.946607949248044	1.0	-0.0001661031494618	0.0003469931296601	-0.4786929056046536	133.07660984355655	0.632942677872683	1.0	-7.911365022810932e-06	0.000349949492093	-0.0226071624664842	130.6834730567131	0.9819981128018692	1.0	-1.5108675819034712e-05	7.723460919200875e-05	-0.1956205382158904	128.4824678911836	0.8452162215804642	1.0	-5.442691227486059e-06	8.11196693334936e-05	-0.0670945933607106	131.95901380820538	0.946607949248044	1.0	4.653525900105423e-06	8.043404250474023e-05	0.0578551786680518	131.96204804811757	0.9539515002808756	1.0							-4.237647705656247e-05	7.871607191282091e-05	-0.5383459314826453	131.92954579269187	0.5912453635913986	1.0							-3.1880431259856608e-06	2.7545424455184028e-05	-0.1157376656574146	136.4681707134065	0.908030586840789	1.0
high_alpha_peak_freq	Age0	0.0042637157717111	0.0017052327194491	2.5003717809780337	131.27247757528784	0.0136378953014462	0.1572	0.0042637157717111	0.0017052327194491	2.5003717809780337	131.27247757528784	0.0136378953014462	0.1568	0.0042637157717111	0.0017052327194491	2.5003717809780337	131.27247757528784	0.0136378953014462	0.1577	0.0043959700089168	0.0017501797695831	2.5117248441077438	131.15802214305063	0.0132278588850702	0.1495	0.0042637157717111	0.0017052327194491	2.5003717809780337	131.27247757528784	0.0136378953014462	0.1457	0.0044083500245369	0.0017157986130022	2.569270071167211	131.27104315661924	0.0113086887613957	0.1333							0.0041978251872844	0.0016786581419819	2.5007028425264326	131.28690674191338	0.0136256095145445	0.1556							9.269200386392747e-05	0.000943722851369	0.0982195182933811	261.9999999980795	0.9218330843547567	1.0
high_alpha_peak_freq	deltaAge	0.002319102183359	0.0022733917873238	1.0201066953307931	132.4690728307344	0.30953726487845	0.989	0.002319102183359	0.0022733917873238	1.0201066953307931	132.4690728307344	0.30953726487845	0.9902	0.002319102183359	0.0022733917873238	1.0201066953307931	132.4690728307344	0.30953726487845	0.9898	0.0034429287370308	0.0024797129020942	1.3884384495169189	139.22610825739403	0.1672210019158764	0.9004	0.002319102183359	0.0022733917873238	1.0201066953307931	132.4690728307344	0.30953726487845	0.9838	0.0014554130013668	0.0022595602807056	0.6441133763036198	132.4386176315783	0.5206158748458843	1.0							0.0019347285326317	0.0023086334980737	0.838040569993442	132.5602375584847	0.4035164272780849	0.9984							0.0037019940460215	0.0025229388972407	1.4673340087904154	261.99999999801594	0.143484579791926	0.8569
high_alpha_peak_freq	Age0:deltaAge	9.882174825175708e-05	0.000160587289117	0.6153771496802614	133.12467481327045	0.539356259031755	1.0	9.882174825175708e-05	0.000160587289117	0.6153771496802614	133.12467481327045	0.539356259031755	1.0	9.882174825175708e-05	0.000160587289117	0.6153771496802614	133.12467481327045	0.539356259031755	1.0	0.000125425832066	0.0001568653823625	0.7995762364968401	129.44953484919986	0.4254211272319176	0.9991	9.882174825175708e-05	0.000160587289117	0.6153771496802614	133.12467481327045	0.539356259031755	1.0	0.0001365513757383	0.0001596150739545	0.8555042600626891	133.0781819161384	0.3938097077293061	0.9978							6.58730473411321e-05	0.0001630636846441	0.4039712918598982	133.25827858920525	0.686881392835532	1.0							5.649957496135984e-05	0.0001775454344583	0.3182260086479502	261.9999999988843	0.7505670136782048	1.0
low_beta_band_power	Age0	0.0017730469807795	0.0008029017762434	2.208298739947	131.06036392310145	0.0289619915342128	0.2987	0.0125991809873389	0.005682535954595	2.217175762372602	129.188704448366	0.0283596854900338	0.2937	0.0114793763133481	0.0057523817447962	1.9955866669893172	130.2502979553641	0.048065108889665	0.4415	0.0019451494808908	0.0008019491052693	2.4255273409619806	129.99522081311358	0.0166591302859829	0.1826	0.0017730469807795	0.0008029017762434	2.208298739947	131.06036392310145	0.0289619915342128	0.2769	0.0017879074974164	0.0007960487230121	2.245977470639162	131.06224593230473	0.0263794785451452	0.2773	-0.0020956284563287	0.0010210941407442	-2.0523361879259805	121.40564863273949	0.0422866450732835	0.2784	0.0016490805286902	0.0007955861700607	2.0727868215259178	131.0572491768225	0.0401515727270917	0.386							-4.602443057401227e-05	0.0002082459320646	-0.2210099862105277	131.84885429521975	0.8254265500645791	1.0
low_beta_band_power	deltaAge	-0.0019085360090558	0.0005927739959087	-3.219668916363368	131.42739408643914	0.0016171634163608	0.0256	-0.0131739631990765	0.0042480709884579	-3.101163618703723	130.12658627361336	0.0023639079815664	0.0389	-0.0153763590992926	0.0041320648286834	-3.7212289101939535	129.8658630029768	0.0002940774530277	0.0044	-0.0023230332762844	0.0006606113194599	-3.516490268716003	131.77939993676972	0.0006003085926986	0.0089	-0.0019085360090558	0.0005927739959087	-3.219668916363368	131.42739408643914	0.0016171634163608	0.0237	-0.0017332715998931	0.0005933252847962	-2.921283896553449	131.43631692785334	0.0041043491026683	0.0624	-0.0031445095513963	0.0013544606856695	-2.32159529225602	100.86946632126347	0.0222658617073867	0.1923	-0.0019320272169276	0.000572575685074	-3.3742739471690766	131.40602236271556	0.0009731093830041	0.0171							0.0028037522435738	0.0004777951180364	5.868105674867444	135.38872861943847	3.2214493734660046e-08	0.0
low_beta_band_power	Age0:deltaAge	-0.0001346658156072	4.19082893653068e-05	-3.213345561146524	131.62724167539324	0.0016499633699983	0.0219	-0.0009335324097647	0.0002980200350999	-3.1324484927718688	129.36664985681074	0.0021443740200558	0.0298	-0.0010195059530814	0.0002875899336359	-3.5449987424521123	129.03975831540845	0.0005476204251578	0.0077	-0.0001402133663458	4.120364691586711e-05	-3.402935828280304	127.7469521875898	0.00089078272967	0.0126	-0.0001346658156072	4.19082893653068e-05	-3.213345561146524	131.62724167539324	0.0016499633699983	0.0202	-0.0001395772175952	4.194695845043517e-05	-3.327469326773267	131.6400091919393	0.0011364195315873	0.016	-0.0002859879537167	9.60922703153472e-05	-2.9761806311605907	102.43012199876505	0.0036417605762134	0.0343	-0.0001505424103862	4.048106356739557e-05	-3.718835354599158	131.5959018197306	0.0002951706731016	0.0038							-4.452460162236829e-06	3.366807341720706e-05	-0.132245766101997	137.36097507031468	0.8949834232710172	1.0
low_beta_peak_freq	Age0	-0.0016604583555236	0.0057137324612274	-0.2906083487092372	131.2126536131374	0.771809690917196	1.0	-0.0016604583555236	0.0057137324612274	-0.2906083487092372	131.2126536131374	0.771809690917196	1.0	-0.0016604583555236	0.0057137324612274	-0.2906083487092372	131.2126536131374	0.771809690917196	1.0	-0.0019682207371358	0.0056683578932841	-0.347229440023145	129.84509541034868	0.7289811209081665	1.0	-0.0016604583555236	0.0057137324612274	-0.2906083487092372	131.2126536131374	0.771809690917196	1.0	-0.0028908611283908	0.0057968712813846	-0.4986933447486003	131.19698260297423	0.6188305132766572	1.0	-0.0021546419187707	0.0102764951729728	-0.2096670005195402	117.29878484298725	0.834291306816806	1.0	-0.0018175127431785	0.0054855020239076	-0.3313302474882363	131.20898346100583	0.7409236388858271	1.0							0.0004545956060672	0.0022074833689362	0.2059338758625693	131.92900597239642	0.8371600083888915	1.0
low_beta_peak_freq	deltaAge	-0.0175192298018782	0.0068043253692672	-2.574719586603895	132.1674877421367	0.0111329951401106	0.1556	-0.0175192298018782	0.0068043253692672	-2.574719586603895	132.1674877421367	0.0111329951401106	0.1574	-0.0175192298018782	0.0068043253692672	-2.574719586603895	132.1674877421367	0.0111329951401106	0.1551	-0.010374191187699	0.0076611000824384	-1.3541385801080843	137.15675496937257	0.1779190356819683	0.9162	-0.0175192298018782	0.0068043253692672	-2.574719586603895	132.1674877421367	0.0111329951401106	0.1433	-0.0138695036132133	0.0067847601895458	-2.0442142722426264	132.119292611132	0.0429190524127085	0.4493	-0.0603326906467565	0.0253969770926734	-2.375585504786765	115.61709919475696	0.0191658704673581	0.1717	-0.0182025811465475	0.0065437759692376	-2.7816632525499245	132.16710104187752	0.0061995613913767	0.094							-0.0536432553881727	0.0055865957674118	-9.602136546389888	136.23344834656595	5.442383334034897e-17	0.0
low_beta_peak_freq	Age0:deltaAge	-0.0011059497091583	0.0004807629516654	-2.3004054395771165	132.68969066436753	0.0229853357817221	0.2839	-0.0011059497091583	0.0004807629516654	-2.3004054395771165	132.68969066436753	0.0229853357817221	0.2836	-0.0011059497091583	0.0004807629516654	-2.3004054395771165	132.68969066436753	0.0229853357817221	0.2825	-0.0011708538041684	0.0004837853994095	-2.4201925184129243	128.00493720794287	0.0169163777560214	0.2229	-0.0011059497091583	0.0004807629516654	-2.3004054395771165	132.68969066436753	0.0229853357817221	0.2645	-0.0011803998247914	0.0004793967449655	-2.462260825062821	132.62359329551336	0.015089290852533	0.2039	-1.4441353404028006e-05	0.0017879274194017	-0.008077147454263	119.0649833175161	0.9935689566623092	1.0	-0.0008753898081414	0.0004623521270253	-1.8933400691232816	132.691115925195	0.0604901103198755	0.5667							0.0003748342543149	0.0003933474358606	0.9529342767795422	138.6443473660526	0.3422817807314613	0.9933
high_beta_band_power	Age0	0.0005000945997779	0.0005941968281163	0.8416312173244549	131.12106543375964	0.401526771648324	0.9978	0.0045076427714897	0.0055653417506179	0.8099489615330929	130.22505111405908	0.4194470678609525	0.9987	0.0057496489384168	0.0055013331259926	1.045137388835985	132.33407483624111	0.2978648079797941	0.9842	0.0007380129029813	0.0005854410731165	1.2606100543178018	130.23986952151634	0.2097031125293426	0.933							0.0005968521119268	0.0005800112858418	1.029035342063295	131.217468837127	0.3053561616112334	0.9887	-0.0021058665124954	0.0008732472952925	-2.411535110211777	123.34830742178664	0.0173593625317754	0.128	0.0003654568164489	0.0005859231807372	0.6237282095395993	131.12419194254767	0.5338896361479786	0.9998							0.0002298108019917	0.0001890395369071	1.215675862053576	131.33866399199886	0.2262890303376173	0.9416
high_beta_band_power	deltaAge	-0.0035342507298064	0.0004940400892084	-7.153773159317649	131.5865521649527	5.2813659572322416e-11	0.0	-0.0337144326478546	0.0057735271996994	-5.839486241549141	157.35300746190333	2.9075638959988026e-08	0.0	-0.029593076917356	0.0049846576143988	-5.9368324179122585	139.60531757004514	2.191264196022677e-08	0.0	-0.0037366893757082	0.0005617290055362	-6.652121109788625	133.2844896512898	6.822507428334245e-10	0.0							0.001282136940559	0.0006360753277019	2.015699846732458	132.02721566630018	0.0458609948075192	0.4682	-0.0026742168062599	0.0011963531382524	-2.2353072188753456	103.1192319569886	0.027553169678359	0.2327	-0.0035960122893097	0.0004934424059343	-7.287602861170025	131.6017566336719	2.6092063391098583e-11	0.0							-0.0069254774343346	0.0004894587910758	-14.149255382894136	135.84439241106966	1.6877826826243963e-28	0.0
high_beta_band_power	Age0:deltaAge	-0.0002339058526946	3.492437473639705e-05	-6.697495787974423	131.84019586267945	5.571544665812825e-10	0.0	-0.0021913776585789	0.0003316009370273	-6.608478486894134	130.30066337666238	9.033685943545427e-10	0.0	-0.0020613517846007	0.0003332358431589	-6.185864536839386	132.55772661201752	7.1492747044763565e-09	0.0	-0.0002376469332075	3.513389978209648e-05	-6.764035153553511	128.0042450646355	4.30735752298882e-10	0.0							-0.0002063372932318	4.494898324276451e-05	-4.590477433436218	132.46959611978087	1.0152036287246264e-05	0.0002	-0.0002859118279818	8.44187989920932e-05	-3.3868265291082	103.8147076064991	0.0009996566815389	0.01	-0.0002373319435794	3.488168664287078e-05	-6.80391249452361	131.86200654131994	3.229275335826978e-10	0.0							-7.724670149609582e-05	3.445513956630307e-05	-2.241950039048533	138.37210465322562	0.0265560181880827	0.2946
high_beta_peak_freq	Age0	-0.0108569787394285	0.0054638854111486	-1.9870436369832496	131.1652267714478	0.0490010211900108	0.4486	-0.0108569787394285	0.0054638854111486	-1.9870436369832496	131.1652267714478	0.0490010211900108	0.4465	-0.0108569787394285	0.0054638854111486	-1.9870436369832496	131.1652267714478	0.0490010211900108	0.4489	-0.012105115008263	0.0055506166809612	-2.180859479953628	131.07745895713168	0.0309784284413819	0.3132							-0.0093564542702707	0.0045937047543097	-2.0367992221294857	131.24090133451227	0.0436812029502443	0.4054	-0.0036952589603814	0.0092436504200766	-0.3997618681420029	116.9437803120529	0.6900611329051942	1.0	-0.0101092646696871	0.0052664809265201	-1.9195483304193568	131.16738668561865	0.0570865417473171	0.4985							0.0013467297777651	0.0024331473252631	0.5534929035254518	130.45938266546815	0.5808732846155402	1.0
high_beta_peak_freq	deltaAge	-0.0172753624737947	0.0052154760435634	-3.3123270684206707	131.77871772274509	0.0011943882458961	0.0195	-0.0172753624737947	0.0052154760435634	-3.3123270684206707	131.77871772274509	0.0011943882458961	0.0191	-0.0172753624737947	0.0052154760435634	-3.3123270684206707	131.77871772274509	0.0011943882458961	0.0195	-0.0173634379266916	0.005914992528199	-2.935496172465731	135.19732584200736	0.003914663162316	0.0582							-0.0327703119630615	0.0053759749137872	-6.095696592448529	132.16301010627174	1.1186666571729566e-08	0.0001	-0.0196578358031625	0.0220497554951745	-0.8915217135838353	115.1898374114974	0.3745078243404449	0.9783	-0.0158161163917514	0.0050632912501133	-3.1236829189704056	131.78975495005156	0.0021964696072469	0.0347							-0.0222397382590599	0.0064610628355239	-3.442117624484679	135.19887119059103	0.0007684817932018	0.0112
high_beta_peak_freq	Age0:deltaAge	9.726673051365915e-05	0.0003686325856543	0.2638582000042566	132.1133876195073	0.7923003158029263	1.0	9.726673051365915e-05	0.0003686325856543	0.2638582000042566	132.1133876195073	0.7923003158029263	1.0	9.726673051365915e-05	0.0003686325856543	0.2638582000042566	132.1133876195073	0.7923003158029263	1.0	9.658153255353257e-05	0.0003708452829443	0.2604361899569383	128.8901298611046	0.7949429412019956	1.0							0.0002271672791664	0.0003798550476513	0.5980367526273536	132.66719805404824	0.5508349611032515	1.0	7.970998846628025e-05	0.0015505753494412	0.0514067171872723	117.14617766014084	0.959088986058422	1.0	8.664116275806733e-05	0.0003578727884655	0.2421004489599936	132.12929019937422	0.8090776947331598	1.0							0.0001972843553399	0.0004547114777184	0.4338671113600476	137.86299803849545	0.6650631373740609	1.0
