Age_group	Phase	Mean	SEM	Color	Alpha	min_age	max_age	n_subjects
Young	p2	0.2875293614270879	0.016709569617886638	dimgray	0.4	24.3	47.6	45
Young	p5	0.2964857958544134	0.016709569617886638	dimgray	1.0	35.6	58.7	45
Middle	p2	0.3474694253442658	0.023878194783769784	dodgerblue	0.4	47.8	63.1	44
Middle	p5	0.4012371355365516	0.023878194783769784	dodgerblue	1.0	58.9	74.5	44
Old	p2	0.38327656126787013	0.018558833700017353	darkorange	0.4	63.2	84.1	44
Old	p5	0.42059189361215077	0.018558833700017353	darkorange	1.0	70.9	95.5	44
